11862  8  1182000000000000000000000000000000000       
11868  8  1182000000000010000000000000000000000       
11875  8  1182000000000000000000000000000000000       
11910  8  1182000000000000000000000000000000000       
11885  8  1182000000000000000000000000000000000       
11861  8  1182000000000010000000000000000000000       
11864  8  1182000000000010000000000000000000000       
11857  8  1182000000000000000000000000000000000       
11864  8  1182000000000000000000000000000000000       
11860  8  1182000000000000000000000000000000000       
11896  8  1182000000000000000000000000000000000       
11865  8  1182000000000000000000000000000000000       
11890  8  1182000000000000000000000000000000000       
11912  8  1182000000000000000000000000000000000       
11877  8  1182000000000000000000000000000000000       
11881  8  1182000010000000000000000000000000000       
11877  8  1182000000000000000000000000000000000       
11851  8  1182000000000000000000000000000000000       
11857  8  1182000000000000000000000000000000000       
11859  8  1182000000000010000000000000000000000       
11858  8  1182000000000000000000000000000000000       
11855  8  1182000000000000000000000000000000000       
11874  8  1182000000000000000000000000000000000       
11858  8  1182000000000000000000000000000000000       
11855  8  1182000000000000000000000000000000000       
11907  8  1182000000000000000000000000000000000       
11893  8  1182000000000000000000000000000000000       
11878  8  1182000000000010000000000000000000000       
11894  8  1182000000000000000000000000000000000       
11860  8  1182000000000010000000000000000000000       
11859  8  1182000000000010000000000000000000000       
11880  8  1182000000000000000000000000000000000       
11875  8  1182000000000000000000000000000000000       
11868  8  1182000000000000000000000000000000000       
11864  8  1182000000000000000000000000000000000       
11854  8  1182000000000000000000000000000000000       
11875  8  1182000000000000000000000000000000000       
11855  8  1182000000000000000000000000000000000       
11849  8  1182000000000000000000000000000000000       
11850  8  1182000000000000000000000000000000000       
11889  8  1182000001000000000000000000000000000       
11881  8  1182000000000000000000000000000000000       
11851  8  1182000000000000000000000000000000000       
11860  8  1182000000000000000000000000000000000       
11851  8  1182000000000010000000000000000000000       
11859  8  1182000000000000000000000000000000000       
11849  8  1182000000000000000000000000000000000       
11875  8  1182000000000010000000000000000000000       
11861  8  1182000000000000000000000000000000000       
11863  8  1182000000000010000000000000000000000       
11865  8  1182000000000010000000000000000000000       
11868  8  1182000000000000000000000000000000000       
11869  8  1182000000000000000000000000000000000       
11872  8  1182000000000010000000000000000000000       
11893  8  1182000000000000000000000000000000000       
11912  8  1182000000000000000000000000000000000       
11916  8  1182000000000000000000000000000000000       
11879  8  1182000000000000000000000000000000000       
11868  8  1182000000000000000000000000000000000       
11909  8  1182000001000000000000000000000000000       
11856  8  1182000000000000000000000000000000000       
11846  8  1182000000000000000000000000000000000       
11853  8  1182000000000000000000000000000000000       
11854  8  1182000000000000000000000000000000000       
11849  8  1182000000000000000000000000000000000       
11852  8  1182000000000010000000000000000000000       
11859  8  1182000000000000000000000000000000000       
11856  8  1182000000000000000000000000000000000       
11861  8  1182000000000000000000000000000000000       
11853  8  1182000000000000000000000000000000000       
11852  8  1182000000000000000000000000000000000       
11847  8  1182000000000000000000000000000000000       
11854  8  1182000000000000000000000000000000000       
11853  8  1182000000000000000000000000000000000       
11852  8  1182000000000010000000000000000000000       
11850  8  1182000000000000000000000000000000000       
11855  8  1182000000000000000000000000000000000       
11843  8  1182000000000000000000000000000000000       
11875  8  1182000000000000000000000000000000000       
11874  8  1182000000000000000000000000000000000       
11879  8  1182000000000000000000000000000000000       
11893  8  1182000000000000000000000000000000000       
11867  8  1182000000000000000000000000000000000       
11830  8  1182000000000000000000000000000000000       
11842  8  1182000000000000000000000000000000000       
11851  8  1182000000000010000000000000000000000       
11830  8  1182000000000000000000000000000000000       
11821  8  1182000000000000000000000000000000000       
11860  8  1182000000000000000000000000000000000       
11887  8  1182000000000000000000000000000000000       
11858  8  1182000000000010000000000000000000000       
11851  8  1182000000000000000000000000000000000       
11839  8  1182000000000000000000000000000000000       
11888  8  1182000000000000000000000000000000000       
11839  8  1182000000000010000000000000000000000       
11847  8  1182000000000000000000000000000000000       
11850  8  1182000000000000000000000000000000000       
11851  8  1182000000000000000000000000000000000       
11851  8  1182000000000000000000000000000000000       
11856  8  1182000000000000000000000000000000000       
11868  8  1182000000000000000000000000000000000       
11859  8  1182000000000000000000000000000000000       
11863  8  1182000000000000000000000000000000000       
11860  8  1182000000000000000000000000000000000       
11862  8  1182000000000000000000000000000000000       
11868  8  1182000000000000000000000000000000000       
11872  8  1182000000000000000000000000000000000       
11874  8  1182000000000000000000000000000000000       
11944  8  1182000000000000000000000000000000000       
11909  8  1182000000000000000000000000000000000       
11916  8  1182000000000000000000000000000000000       
11930  8  1182000000000000000000000000000000000       
11957  8  1182000010000000000000000000000000000       
11989  8  1182000010000000000000000000000000000       
11969  8  1182000000000000000000000000000000000       
11945  8  1182000000000000000000000000000000000       
11934  8  1182000000000000000000000000000000000       
11855  8  1182000000000000000000000000000000000       
11871  8  1182000000000000000000000000000000000       
11872  8  1182000000000000000000000000000000000       
11842  8  1182000000000000000000000000000000000       
11853  8  1182000000000000000000000000000000000       
11851  8  1182000000000000000000000000000000000       
11871  8  1182000000000000000000000000000000000       
11876  8  1182000000000000000000000000000000000       
11856  8  1182000000000000000000000000000000000       
11863  8  1182000000000000000000000000000000000       
11855  8  1182000000000000000000000000000000000       
11853  8  1182000000000000000000000000000000000       
11856  8  1182000000000000000000000000000000000       
11841  8  1182000000000000000000000000000000000       
11867  8  1182000000000000000000000000000000000       
11863  8  1182000000000000000000000000000000000       
11860  8  1182000000000000000000000000000000000       
11920  8  1182000000000000000000000000000000000       
11923  8  1182000000000000000000000000000000000       
11863  8  1182000000000000000000000000000000000       
11899  8  1182000000000000000000000000000000000       
11870  8  1182000000000000000000000000000000000       
11904  8  1182000000000000000000000000000000000       
11864  8  1182000000000000000000000000000000000       
11836  8  1182000000000000000000000000000000000       
11839  8  1182000000000000000000000000000000000       
11848  8  1182000000000000000000000000000000000       
11852  8  1182000000000010000000000000000000000       
11877  8  1182000000000000000000000000000000000       
11900  8  1182000010000000000000000000000000000       
11913  8  1182000000000000000000000000000000000       
11874  8  1182000000000000000000000000000000000       
11902  8  1182000000000000000000000000000000000       
11886  8  1182000000000000000000000000000000000       
11845  8  1182000000000000000000000000000000000       
11878  8  1182000000000000000000000000000000000       
11882  8  1182000000000000000000000000000000000       
11943  8  1182000000000000000000000000000000000       
11875  8  1182000000000000000000000000000000000       
11910  8  1182000000000000000000000000000000000       
11898  8  1182000000000000000000000000000000000       
11937  8  1182000000000000000000000000000000000       
11966  8  1182000000000000000000000000000000000       
11861  8  1182000000000000000000000000000000000       
11863  8  1182000000000000000000000000000000000       
11877  8  1182000000000000000000000000000000000       
11893  8  1182000000000000000000000000000000000       
11948  8  1182000000000000000000000000000000000       
11887  8  1182000000000000000000000000000000000       
11888  8  1182000000000000000000000000000000000       
11902  8  1182000000000000000000000000000000000       
11962  8  1182000000000000000000000000000000000       
11920  8  1182000000000000000000000000000000000       
11878  8  1182000001000000000000000000000000000       
11871  8  1182000000000000000000000000000000000       
11931  8  1182000000000000000000000000000000000       
11905  8  1182000000000000000000000000000000000       
11917  8  1182000000000000000000000000000000000       
11903  8  1182000000000000000000000000000000000       
11902  8  1182000000000000000000000000000000000       
11922  8  1182000000000000000000000000000000000       
11877  8  1182000000000010000000000000000000000       
11886  8  1182000000000010000000000000000000000       
11889  8  1182000000000000000000000000000000000       
11872  8  1182000000000000000000000000000000000       
11895  8  1182000000000000000000000000000000000       
11871  8  1182000000000010000000000000000000000       
11898  8  1182000000000000000000000000000000000       
11897  8  1182000000000000000000000000000000000       
11907  8  1182000000000000000000000000000000000       
11942  8  1182000000000000000000000000000000000       
11936  8  1182000000000000000000000000000000000       
11893  8  1182000001000000000000000000000000000       
11888  8  1182000000000000000000000000000000000       
11941  8  1182000000000000000000000000000000000       
11895  8  1182000000000000000000000000000000000       
11913  8  1182000010000000000000000000000000000       
11898  8  1182000000000000000000000000000000000       
11940  8  1182000000000000000000000000000000000       
11957  8  1182000000000000000000000000000000000       
11925  8  1182000000000000000000000000000000000       
11889  8  1182000000000000000000000000000000000       
11915  8  1182000000000000000000000000000000000       
11885  8  1182000000000000000000000000000000000       
11887  8  1182000000000000000000000000000000000       
11900  8  1182000000000000000000000000000000000       
11900  8  1182000000000000000000000000000000000       
11918  8  1182000000000000000000000000000000000       
11917  8  1182000000000000000000000000000000000       
11931  8  1182000000000000000000000000000000000       
11942  8  1182000000000000000000000000000000000       
11909  8  1182000000000000000000000000000000000       
11922  8  1182000000000000000000000000000000000       
11909  8  1182000000000000000000000000000000000       
11901  8  1182000000000000000000000000000000000       
11906  8  1182000000000000000000000000000000000       
11911  8  1182000000000000000000000000000000000       
11931  8  1182000000000000000000000000000000000       
11881  8  1182000000000000000000000000000000000       
11905  8  1182000000000000000000000000000000000       
11921  8  1182000000000000000000000000000000000       
11903  8  1182000000000000000000000000000000000       
11903  8  1182000000000000000000000000000000000       
11880  8  1182000000000000000000000000000000000       
11878  8  1182000000000000000000000000000000000       
11919  8  1182000000000000000000000000000000000       
11957  8  1182000000000000000000000000000000000       
11933  8  1182000000000000000000000000000000000       
11894  8  1182000000000000000000000000000000000       
11929  8  1182000000000000000000000000000000000       
11906  8  1182000000000000000000000000000000000       
11896  8  1182000000000000000000000000000000000       
11874  8  1182000000000000000000000000000000000       
11925  8  1182000000000000000000000000000000000       
11882  8  1182000000000010000000000000000000000       
11921  8  1182000000000000000000000000000000000       
11865  8  1182000000000010000000000000000000000       
11880  8  1182000000000000000000000000000000000       
11887  8  1182000000000010000000000000000000000       
11891  8  1182000000000010000000000000000000000       
11884  8  1182000000000010000000000000000000000       
11876  8  1182000000000010000000000000000000000       
11908  8  1182000000000000000000000000000000000       
11881  8  1182000000000000000000000000000000000       
11870  8  1182000000000010000000000000000000000       
11896  8  1182000000000000000000000000000000000       
11898  8  1182000000000000000000000000000000000       
11922  8  1182000000000000000000000000000000000       
11920  8  1182000000000000000000000000000000000       
11917  8  1182000000000000000000000000000000000       
11903  8  1182000000000000000000000000000000000       
11922  8  1182000000000000000000000000000000000       
11944  8  1182000000000000000000000000000000000       
11946  8  1182000000000000000000000000000000000       
11871  8  1182000000000000000000000000000000000       
11907  8  1182000000000000000000000000000000000       
11907  8  1182000000000000000000000000000000000       
11889  8  1182000010000000000000000000000000000       
11923  8  1182000000000000000000000000000000000       
11934  8  1182000010000000000000000000000000000       
11896  8  1182000000000000000000000000000000000       
11862  8  1182000000000000000000000000000000000       
11905  8  1182000000000000000000000000000000000       
11871  8  1182000000000000000000000000000000000       
11885  8  1182000010000000000000000000000000000       
11947  8  1182000000000000000000000000000000000       
11895  8  1182000000000000000000000000000000000       
11869  8  1182000000000010000000000000000000000       
11913  8  1182000000000010000000000000000000000       
11915  8  1182000000000000000000000000000000000       
11926  8  1182000000000000000000000000000000000       
11883  8  1182000000000000000000000000000000000       
11905  8  1182000000000000000000000000000000000       
11864  8  1182000000000010000000000000000000000       
11924  8  1182000000000000000000000000000000000       
11885  8  1182000000000000000000000000000000000       
11872  8  1182000000000000000000000000000000000       
11910  8  1182000000000000000000000000000000000       
11882  8  1182000000000010000000000000000000000       
11868  8  1182000000000010000000000000000000000       
11905  8  1182000000000000000000000000000000000       
11932  8  1182000010000000000000000000000000000       
11931  8  1182000000000000000000000000000000000       
11916  8  1182000000000000000000000000000000000       
11941  8  1182000000000000000000000000000000000       
11928  8  1182000000000000000000000000000000000       
11929  8  1182000000000000000000000000000000000       
11921  8  1182000000000000000000000000000000000       
11949  8  1182000000000000000000000000000000000       
11938  8  1182000000000000000000000000000000000       
11907  8  1182000000000010000000000000000000000       
11897  8  1182000000000010000000000000000000000       
11952  8  1182000000000000000000000000000000000       
11953  8  1182000000000000000000000000000000000       
11954  8  1182000000000000000000000000000000000       
11919  8  1182000000000000000000000000000000000       
11917  8  1182000000000000000000000000000000000       
11908  8  1182000000000000000000000000000000000       
11927  8  1182000000000000000000000000000000000       
11871  8  1182000000000010000000000000000000000       
11870  8  1182000000000010000000000000000000000       
11920  8  1182000000000000000000000000000000000       
11877  8  1182000000000000000000000000000000000       
11936  8  1182000000000000000000000000000000000       
11908  8  1182000000000000000000000000000000000       
11921  8  1182000010000000000000000000000000000       
